feature_name,source_file,source_column,block_name,geography,transform_type,native_frequency,lag_months,available_in_feature_master_monthly,available_in_modeling_panel_hstack,is_interaction,first_valid_date,last_valid_date,nonmissing_count,nonmissing_share,notes
term_slope_EA_delta_1m,data/intermediate/feature_panel.csv,term_slope_EA_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
term_slope_JP,data/intermediate/feature_panel.csv,term_slope_JP,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
term_slope_JP_delta_1m,data/intermediate/feature_panel.csv,term_slope_JP_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
term_slope_US,data/intermediate/feature_panel.csv,term_slope_US,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
term_slope_US_delta_1m,data/intermediate/feature_panel.csv,term_slope_US_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
unemp_EA,data/intermediate/feature_panel.csv,unemp_EA,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
unemp_EA_delta_1m,data/intermediate/feature_panel.csv,unemp_EA_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
unemp_JP,data/intermediate/feature_panel.csv,unemp_JP,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
unemp_JP_delta_1m,data/intermediate/feature_panel.csv,unemp_JP_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
unemp_US,data/intermediate/feature_panel.csv,unemp_US,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
unemp_US_delta_1m,data/intermediate/feature_panel.csv,unemp_US_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
us_hy_eff_yield,country_level_macro_data/BAMLH0A0HYM2EY.csv,BAMLH0A0HYM2EY,credit_stress,US,level,daily,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,
us_hy_eff_yield_delta_1m,country_level_macro_data/BAMLH0A0HYM2EY.csv,BAMLH0A0HYM2EY,credit_stress,US,delta_1m,daily,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from us_hy_eff_yield
us_hy_oas,country_level_macro_data/BAMLH0A0HYM2.csv,BAMLH0A0HYM2,credit_stress,US,level,daily,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,
us_hy_oas_delta_1m,country_level_macro_data/BAMLH0A0HYM2.csv,BAMLH0A0HYM2,credit_stress,US,delta_1m,daily,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from us_hy_oas
us_real10y,data/intermediate/feature_panel.csv,us_real10y,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
us_real10y_delta_1m,data/intermediate/feature_panel.csv,us_real10y_delta_1m,baseline_global_macro,GLOBAL,delta_1m,monthly,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited global/stress feature from the frozen baseline panel.
us_real10y_level,data/intermediate/feature_panel.csv,us_real10y_level,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
usd_broad,data/intermediate/feature_panel.csv,usd_broad,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
usd_broad_level,data/intermediate/feature_panel.csv,usd_broad_level,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
usd_broad_logchg_12m,data/intermediate/feature_panel.csv,usd_broad_logchg_12m,baseline_global_macro,GLOBAL,delta_1m,monthly,0,1,1,0,2007-01-31,2026-02-28,3450,0.9504132231404959,Inherited global/stress feature from the frozen baseline panel.
usd_broad_logchg_1m,data/intermediate/feature_panel.csv,usd_broad_logchg_1m,baseline_global_macro,GLOBAL,delta_1m,monthly,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited global/stress feature from the frozen baseline panel.
vix,data/intermediate/feature_panel.csv,vix,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
vix_delta_1m,data/intermediate/feature_panel.csv,vix_delta_1m,baseline_global_macro,GLOBAL,delta_1m,monthly,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited global/stress feature from the frozen baseline panel.
vix_level,data/intermediate/feature_panel.csv,vix_level,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
vol_12m,data/intermediate/feature_panel.csv,vol_12m,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3389,0.9336088154269973,Versioned v4 technical feature built from sleeve monthly returns.
vol_3m,data/intermediate/feature_panel.csv,vol_3m,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3445,0.9490358126721763,Versioned v4 technical feature built from sleeve monthly returns.
